$Student

 CNT          'Country code 3-character'                                                                                                                                                                                  
 SC202Q01JA       'At your school, who is responsible for: Appointing or hiring teachers'                                                                                                                                                                                 
 SC202Q02JA       'At your school, who is responsible for: Dismissing or suspending teachers from employment'                                                                                                                                                             
 SC202Q03JA       'At your school, who is responsible for: Establishing teachers' starting salaries, including setting pay scales'                                                                                                                                        
 SC202Q04JA       'At your school, who is responsible for: Determining teachers' salary increases'                                                                                                                                                                        
 SC202Q05JA       'At your school, who is responsible for: Formulating the school budget'                                                                                                                                                                                 
 SC202Q06JA       'At your school, who is responsible for: Deciding on budget allocations'                                                                                                                                                                                
 SC202Q07JA       'At your school, who is responsible for: Establishing student disciplinary policies and procedures'                                                                                                                                                     
 SC202Q08JA       'At your school, who is responsible for: Establishing student assessment policies, including [national/regional] assessments'                                                                                                                           
 SC202Q09JA       'At your school, who is responsible for: Approving students for admission to the school'                                                                                                                                                                
 SC202Q10JA       'At your school, who is responsible for: Choosing which learning materials are used'                                                                                                                                                                    
 SC202Q11JA       'At your school, who is responsible for: Determining course content, including [national/regional] curricula'                                                                                                                                           
 SC202Q12JA       'At your school, who is responsible for: Deciding which courses are offered'                                                                                                                                                                            
 SC201Q01JA       'How often you/others in [school management team]: Collaborating with teachers to solve classroom discipline problems'                                                                                                                                  
 SC201Q03JA       'How often you/others in [school management team]: Providing feedback to teachers based on observations of instruction in the classroom'                                                                                                                
 SC201Q04JA       'How often you/others in [school management team]: Taking actions to support co-operation among teachers to develop new teaching practices'                                                                                                             
 SC201Q05JA       'How often you/others in [school management team]: Taking actions to ensure that teachers take responsibility for improving their teaching skills'                                                                                                      
 SC201Q06JA       'How often you/others in [school management team]: Taking actions to ensure that teachers feel responsible for their students' learning outcomes'                                                                                                       
 SC201Q07JA       'How often you/others in [school management team]: Providing parents or guardians with information on the school and student performance'                                                                                                               
 SC201Q11JA       'How often you/others in [school management team]: Working on a professional development plan for this school'                                                                                                                                          
 SC004Q01TA       '[Stem] At your school, what is the total number of students in the [national modal grade for 15-year-olds]?'                                                                                                                                           
 SC004Q02TA       '[Stem] Approximately, how many desktop or laptop computers are available for these students for educational purposes?'                                                                                                                                 
 SC004Q03TA       '[Stem] Approximately, how many of these desktop or laptop computers are connected to the Internet?'                                                                                                                                                    
 SC004Q08JA       '[Stem] Approximately, how many tablet devices (e.g. [iPad®], [Galaxy Book®], [Fire®]) or e-book readers (i.e. portable device for reading books on screen, e.g. [Amazon® KindleTM], [Kobo]) are available for these students for educational purposes?'
 SC004Q05NA       '[Stem] Approximately, how many interactive whiteboards are available in the school altogether?'                                                                                                                                                        
 SC004Q06NA       '[Stem] Approximately, how many data projectors are available in the school altogether?'                                                                                                                                                                
 SC004Q07NA       '[Stem] Approximately, how many desktop or laptop computers with internet connection are available for teachers in your school?'                                                                                                                        
 SC190Q01JA       'Apply to your school: The school has a written statement about the general use of digital devices on the school premises.'                                                                                                                             
 SC190Q02JA       'Apply to your school: The use of [cell phones] is not allowed on the school premises.'                                                                                                                                                                 
 SC190Q05JA       'Apply to your school: The school has formal guidelines for the use of digital devices for teaching and learning in specific subjects.'                                                                                                                 
 SC190Q06JA       'Apply to your school: Teachers establish rules for when students may use digital devices during lessons.'                                                                                                                                              
 SC190Q07JA       'Apply to your school: Teachers establish rules in collaboration with students about their use of [digital resources] at school or in class.'                                                                                                           
 SC190Q08JA       'Apply to your school: The school has a specific programme to prepare students for responsible internet behaviour.'                                                                                                                                     
 SC190Q09JA       'Apply to your school: The school has a specific policy about using social networks (e.g. [Facebook®]) in teaching and learning.'                                                                                                                       
 SC190Q10JA       'Apply to your school: The school has a specific programme to promote collaboration on the use of digital devices among teachers.'                                                                                                                      
 SC190Q11JA       'Apply to your school: The school has a scheduled time for teachers to meet to share, evaluate or develop instructional materials and approaches that employ digital devices.'                                                                          
 SC037Q01TA       'Exist at your school: Internal evaluation / Self-evaluation'                                                                                                                                                                                           
 SC037Q02TA       'Exist at your school: External evaluation'                                                                                                                                                                                                             
 SC037Q03TA       'Exist at your school: Written specification of the school's curricular profile and educational goals'                                                                                                                                                  
 SC037Q04TA       'Exist at your school: Written specification of student performance standards'                                                                                                                                                                          
 SC037Q05NA       'Exist at your school: Systematic recording of data such as teacher or student attendance and professional development'                                                                                                                                 
 SC037Q06NA       'Exist at your school: Systematic recording of student test results and graduation rates'                                                                                                                                                               
 SC037Q07TA       'Exist at your school: Seeking written feedback from students (e.g. regarding lessons, teachers or resources)'                                                                                                                                          
 SC037Q08TA       'Exist at your school: Teacher mentoring'                                                                                                                                                                                                               
 SC037Q09TA       'Exist at your school: Regular consultation aimed at school improvement with one or more experts over a period of at least six months'                                                                                                                  
 SC037Q11JA       'Exist at your school: Implementation of a standardised policy for mathematics subjects (i.e. school curriculum with shared instructional materials accompanied by staff development and training)'                                                     
 SC200Q01JA       'Occur in school's external evals:  The results of external evaluation led to changes in school policies.'                                                                                                                                              
 SC200Q02JA       'Occur in school's external evals:  We used the data to plan specific action for school development.'                                                                                                                                                   
 SC200Q03JA       'Occur in school's external evals:  We used the data to plan specific action for the improvement of teaching.'                                                                                                                                          
 SC200Q04JA       'Occur in school's external evals:  We put measures derived from the results of external evaluations into practice.'                                                                                                                                    
 SC032Q01TA       'Last school yr, teachers monitored by? Tests or assessments of student achievement'                                                                                                                                                                    
 SC032Q02TA       'Last school yr, teachers monitored by? Teacher peer review (of lesson plans, assessment instruments, lessons)'                                                                                                                                         
 SC032Q03TA       'Last school yr, teachers monitored by? Principal or senior staff observations of lessons'                                                                                                                                                              
 SC032Q04TA       'Last school yr, teachers monitored by? Observation of classes by inspectors or other persons external to the school'                                                                                                                                   
 SC193Q01WA       'Do teacher evals impact: A change in salary'                                                                                                                                                                                                           
 SC193Q02WA       'Do teacher evals impact: A financial bonus or another kind of monetary reward'                                                                                                                                                                         
 SC193Q03WA       'Do teacher evals impact: Opportunities for professional development activities'                                                                                                                                                                        
 SC193Q04WA       'Do teacher evals impact: A change in the likelihood of career advancement'                                                                                                                                                                             
 SC193Q05WA       'Do teacher evals impact: Public recognition from you'                                                                                                                                                                                                  
 SC193Q06WA       'Do teacher evals impact: Changes in work responsibilities that make the job more attractive'                                                                                                                                                           
 SC193Q07WA       'Do teacher evals impact: A role in school development initiatives (e.g. curriculum development group, development of school objectives)'                                                                                                               
 SC025Q01NA       'Last 3 mnths, percentage teaching staff attended professional dev: All teaching staff at your school'                                                                                                                                                  
 SC025Q02NA       'Last 3 mnths, percentage teaching staff attended professional dev:  Staff who teach mathematics at your school'                                                                                                                                        
 SC027Q02NA       'In-house professional dev: Our school invites specialists to conduct in-service training for teachers.'                                                                                                                                                
 SC027Q03NA       'In-house professional dev: Our school organises in-service workshops which deal with specific issues that our school faces.'                                                                                                                           
 SC027Q04NA       'In-house professional dev: Our school organises in-service workshops for specific groups of teachers (e.g. newly appointed teachers).'                                                                                                                 
 SC183Q02JA       'In-house professional dev for math teachers: Our school invites specialists to conduct in-service training for mathematics teachers.'                                                                                                                  
 SC183Q03JA       'In-house professional dev for math teachers: Our school organises in-service workshops, which deal with specific issues that our mathematics teachers face.'                                                                                           
 SC183Q04JA       'In-house professional dev for math teachers: Our school organises in-service workshops for specific mathematics teachers (e.g. newly appointed teachers).'                                                                                             
 SC184Q01JA       'Offers math teachers professional dev in: Mathematics content'                                                                                                                                                                                         
 SC184Q02JA       'Offers math teachers professional dev in: Mathematics pedagogy/instruction'                                                                                                                                                                            
 SC184Q03JA       'Offers math teachers professional dev in: Mathematics curriculum'                                                                                                                                                                                      
 SC184Q04JA       'Offers math teachers professional dev in: Integrating digital resources into mathematics instruction'                                                                                                                                                  
 SC184Q05JA       'Offers math teachers professional dev in: Improving students' critical thinking or problem solving skills'                                                                                                                                             
 SC184Q06JA       'Offers math teachers professional dev in: Mathematics assessment'                                                                                                                                                                                      
 SC184Q07JA       'Offers math teachers professional dev in: Addressing individual students' needs (e.g. differentiated learning, differentiated instruction)'                                                                                                            
 SC017Q01NA       'Instruction hindered by: A lack of teaching staff'                                                                                                                                                                                                     
 SC017Q02NA       'Instruction hindered by: Inadequate or poorly qualified teaching staff'                                                                                                                                                                                
 SC017Q03NA       'Instruction hindered by: A lack of assisting staff'                                                                                                                                                                                                    
 SC017Q04NA       'Instruction hindered by: Inadequate or poorly qualified assisting staff'                                                                                                                                                                               
 SC017Q05NA       'Instruction hindered by: A lack of educational material (e.g. textbooks, IT equipment, library or laboratory material)'                                                                                                                                
 SC017Q06NA       'Instruction hindered by: Inadequate or poor quality educational material (e.g. textbooks, IT equipment, library or laboratory material)'                                                                                                               
 SC017Q07NA       'Instruction hindered by: A lack of physical infrastructure (e.g. building, grounds, heating/cooling, lighting and acoustic systems)'                                                                                                                   
 SC017Q08NA       'Instruction hindered by: Inadequate or poor quality physical infrastructure (e.g. building, grounds, heating/cooling, lighting and acoustic systems)'                                                                                                  
 SC017Q09JA       'Instruction hindered by: A lack of [digital resources] (e.g. desktop or laptop computers, internet access, learning management systems or school learning platforms)'                                                                                  
 SC017Q10JA       'Instruction hindered by: Inadequate or poor quality [digital resources] (e.g. desktop or laptop computers, internet access, learning management systems or school learning platforms)'                                                                 
 SC061Q01TA       'Learning hindered by: Student truancy'                                                                                                                                                                                                                 
 SC061Q02TA       'Learning hindered by: Students skipping classes'                                                                                                                                                                                                       
 SC061Q03TA       'Learning hindered by: Students lacking respect for teachers'                                                                                                                                                                                           
 SC061Q04TA       'Learning hindered by: Student use of alcohol or illegal drugs'                                                                                                                                                                                         
 SC061Q05TA       'Learning hindered by: Students intimidating or bullying other students'                                                                                                                                                                                
 SC061Q11HA       'Learning hindered by: Students not being attentive'                                                                                                                                                                                                    
 SC061Q06TA       'Learning hindered by: Teachers not meeting individual students' needs'                                                                                                                                                                                 
 SC061Q07TA       'Learning hindered by: Teacher absenteeism'                                                                                                                                                                                                             
 SC061Q08TA       'Learning hindered by: Staff resisting change'                                                                                                                                                                                                          
 SC061Q09TA       'Learning hindered by: Teachers being too strict with students'                                                                                                                                                                                         
 SC061Q10TA       'Learning hindered by: Teachers not being well prepared for classes'                                                                                                                                                                                    
 SC172Q02JA       'Extent a problem in your school: Profanity'                                                                                                                                                                                                            
 SC172Q03JA       'Extent a problem in your school: Vandalism'                                                                                                                                                                                                            
 SC172Q04JA       'Extent a problem in your school: Theft'                                                                                                                                                                                                                
 SC172Q05JA       'Extent a problem in your school: Intimidation or verbal abuse among students (including texting, emailing, etc.)'                                                                                                                                      
 SC172Q06JA       'Extent a problem in your school: Physical injury caused by students to other students'                                                                                                                                                                 
 SC172Q07JA       'Extent a problem in your school: Intimidation or verbal abuse of teachers or non-teaching staff (including texting, emailing, etc.)'                                                                                                                   
 SC173Q01JA       'Last yr, how often staff: They helped students of different backgrounds to recognise the similarities that exist between them.'                                                                                                                        
 SC173Q02JA       'Last yr, how often staff: They encouraged students of different backgrounds to resolve disagreements by finding common ground.'                                                                                                                        
 SC173Q03JA       'Last yr, how often staff: They supported activities or organisations that encourage students' expression of diverse identities.'                                                                                                                       
 SC173Q04JA       'Last yr, how often staff: They taught students how to respond to discrimination.'                                                                                                                                                                      
 SC173Q05JA       'Last yr, how often staff: They taught students to be inclusive of others with different backgrounds.'                                                                                                                                                  
 SC173Q06JA       'Last yr, how often staff: They provided additional support for students from disadvantaged backgrounds.'                                                                                                                                               
 SC064Q05WA       'Proportion parent/guardians who: Discussed their child's behaviour with a teacher on the parents' or guardians' own initiative'                                                                                                                        
 SC064Q06WA       'Proportion parent/guardians who: Discussed their child's behaviour on the initiative of one of their child's teachers'                                                                                                                                 
 SC064Q01TA       'Proportion parent/guardians who: Discussed their child's progress with a teacher on the parents' or guardians' own initiative'                                                                                                                         
 SC064Q02TA       'Proportion parent/guardians who: Discussed their child's progress on the initiative of one of their child's teachers'                                                                                                                                  
 SC064Q04NA       'Proportion parent/guardians who: Volunteered in physical or extra-curricular activities, (e.g. building maintenance, carpentry, gardening or yard work, school play, sports, field trip)'                                                              
 SC064Q03TA       'Proportion parent/guardians who: Participated in local school government (e.g. parent council or school management committee)'                                                                                                                         
 SC064Q07WA       'Proportion parent/guardians who: Assisted in fundraising for the school'                                                                                                                                                                               
 SC192Q01JA       'Last school yr, how often has school staff: Invited parents or guardians to volunteer for school activities'                                                                                                                                           
 SC192Q02JA       'Last school yr, how often has school staff: Initiated communications with parents or guardians about school programmes'                                                                                                                                
 SC192Q03JA       'Last school yr, how often has school staff: Initiated communications with parents or guardians about their child's progress'                                                                                                                           
 SC192Q04JA       'Last school yr, how often has school staff: Included parents or guardians in making school decisions'                                                                                                                                                  
 SC192Q05JA       'Last school yr, how often has school staff: Provided information to parents or guardians about how to help students with homework and other curriculum-related activities'                                                                             
 SC192Q06JA       'Last school yr, how often has school staff: Provided information to parents or guardians about how to help students improve their skills in mathematics'                                                                                               
 SC175Q01JA       'Minutes in [class period] for: Mathematics'                                                                                                                                                                                                            
 SC175Q02JA       'Minutes in [class period] for: Average minutes in a [class period] across all subjects, including Mathematics'                                                                                                                                         
 SC176Q01JA       'What is the average size of mathematics classes in <national modal grade for 15-year-olds> in your school?'                                                                                                                                            
 SC003Q01TA       'What is the average size of <test language> classes in <national modal grade for 15-year-olds> in your school?'                                                                                                                                        
 SC174Q01JA       'How many foreign languages are being taught at your school <this academic year>?'                                                                                                                                                                      
 SC053Q01TA       'Does school offer this school yr: Band, orchestra or choir'                                                                                                                                                                                            
 SC053Q02TA       'Does school offer this school yr: School play or school musical'                                                                                                                                                                                       
 SC053Q03TA       'Does school offer this school yr: School yearbook, newspaper or magazine'                                                                                                                                                                              
 SC053Q04TA       'Does school offer this school yr: Volunteering or service activities, e.g. [national examples]'                                                                                                                                                        
 SC053Q05NA       'Does school offer this school yr: Mathematics club'                                                                                                                                                                                                    
 SC053Q06NA       'Does school offer this school yr: Mathematics competitions, e.g. [national examples]'                                                                                                                                                                  
 SC053Q07TA       'Does school offer this school yr: Chess club'                                                                                                                                                                                                          
 SC053Q08TA       'Does school offer this school yr: Club with a focus on computers (e.g. programming or coding)'                                                                                                                                                         
 SC053Q09TA       'Does school offer this school yr: Art club or art activities'                                                                                                                                                                                          
 SC053Q10TA       'Does school offer this school yr: Sporting team or sporting activities'                                                                                                                                                                                
 SC053D11TA       '<This academic year>,follow. activities/school offers<national modal grade for 15-year-olds>? <country specific item>'                                                                                                                                 
 SC212Q01JA       'Study help for [national modal grade for 15-year-olds] students: Room(s) where the students can do their homework'                                                                                                                                     
 SC212Q02JA       'Study help for [national modal grade for 15-year-olds] students: Staff help with homework'                                                                                                                                                             
 SC212Q03JA       'Study help for [national modal grade for 15-year-olds] students: Peer-to-peer tutoring'                                                                                                                                                                
 SC034Q01NA       'How often students assessed by: Mandatory [standardised tests], e.g. [country specific example]'                                                                                                                                                       
 SC034Q02NA       'How often students assessed by: Non-mandatory [standardised tests] (e.g. publicly or commercially available standardised test material like [country specific example])'                                                                               
 SC034Q03TA       'How often students assessed by: Teacher-developed tests'                                                                                                                                                                                               
 SC034Q04TA       'How often students assessed by: Teachers' judgmental ratings'                                                                                                                                                                                          
 SC035Q01NA       'How student tests are used: [Standardised tests]: To guide students' learning'                                                                                                                                                                         
 SC035Q01NB       'How student tests are used: Teacher-developed tests: To guide students' learning'                                                                                                                                                                      
 SC035Q02TA       'How student tests are used: [Standardised tests]: To inform parents or guardians about their child's progress'                                                                                                                                         
 SC035Q02TB       'How student tests are used: Teacher-developed tests: To inform parents or guardians about their child's progress'                                                                                                                                      
 SC035Q03TA       'How student tests are used: [Standardised tests]: To make decisions about students' retention or promotion'                                                                                                                                            
 SC035Q03TB       'How student tests are used: Teacher-developed tests: To make decisions about students' retention or promotion'                                                                                                                                         
 SC035Q04TA       'How student tests are used: [Standardised tests]: To group students for instructional purposes'                                                                                                                                                        
 SC035Q04TB       'How student tests are used: Teacher-developed tests: To group students for instructional purposes'                                                                                                                                                     
 SC035Q05TA       'How student tests are used: [Standardised tests]: To compare the school to [district or national] performance'                                                                                                                                         
 SC035Q05TB       'How student tests are used: Teacher-developed tests: To compare the school to [district or national] performance'                                                                                                                                      
 SC035Q06TA       'How student tests are used: [Standardised tests]: To monitor the school's progress from year to year'                                                                                                                                                  
 SC035Q06TB       'How student tests are used: Teacher-developed tests: To monitor the school's progress from year to year'                                                                                                                                               
 SC035Q07TA       'How student tests are used: [Standardised tests]: To make judgements about teachers' effectiveness'                                                                                                                                                    
 SC035Q07TB       'How student tests are used: Teacher-developed tests: To make judgements about teachers' effectiveness'                                                                                                                                                 
 SC035Q08TA       'How student tests are used: [Standardised tests]: To identify aspects of instruction or the curriculum that could be improved'                                                                                                                         
 SC035Q08TB       'How student tests are used: Teacher-developed tests: To identify aspects of instruction or the curriculum that could be improved'                                                                                                                      
 SC035Q09NA       'How student tests are used: [Standardised tests]: To adapt teaching to the students' needs'                                                                                                                                                            
 SC035Q09NB       'How student tests are used: Teacher-developed tests: To adapt teaching to the students' needs'                                                                                                                                                         
 SC035Q10TA       'How student tests are used: [Standardised tests]: To compare the school with other schools'                                                                                                                                                            
 SC035Q10TB       'How student tests are used: Teacher-developed tests: To compare the school with other schools'                                                                                                                                                         
 SC035Q11NA       'How student tests are used: [Standardised tests]: To award certificates to students'                                                                                                                                                                   
 SC035Q11NB       'How student tests are used: Teacher-developed tests: To award certificates to students'                                                                                                                                                                
 SC042Q01TA       'School's policy for [national modal grade for 15-year-olds] students: Students are grouped by ability into different classes.'                                                                                                                         
 SC042Q02TA       'School's policy for [national modal grade for 15-year-olds] students: Students are grouped by ability within their classes.'                                                                                                                           
 SC187Q01WA       'Which describes school's math classes: Mathematics classes study similar content, but at different levels of difficulty.'                                                                                                                              
